0,4.830254074101929e-13
1,1.032031152003534e-12
2,2.1868874252840016e-12
3,4.595902824598538e-12
4,9.57912933167107e-12
5,1.9801223499328724e-11
6,4.059465024943198e-11
7,8.253846192429922e-11
8,1.6643885857382294e-10
9,3.328617370685871e-10
10,6.602126040552041e-10
11,1.298717032981417e-09
12,2.533705015686478e-09
13,4.902395616131966e-09
14,9.407439819600343e-09
15,1.7903804695702044e-08
16,3.379325333113396e-08
17,6.3259457875146e-08
18,1.174442386563784e-07
19,2.1624633588212694e-07
20,3.948904104133248e-07
21,7.151797461022895e-07
22,1.2845902325183487e-06
23,2.288362454747508e-06
24,4.042926083533463e-06
25,7.0839841076804575e-06
26,1.2310342740977939e-05
27,2.1216488212605046e-05
28,3.6264996976147536e-05
29,6.147698780698193e-05
30,0.00010335900126813134
31,0.00017234346394093465
32,0.0002850047645919043
33,0.0004674339073635293
34,0.000760324691282055
35,0.0012265599088916222
36,0.0019624076389596007
37,0.003113869987237259
38,0.004900298264443042
39,0.0076481314478077395
40,0.01183856223539627
41,0.018174119069609095
42,0.027670599336615868
43,0.04178251254141344
44,0.06257218604231697
45,0.09293491220280119
46,0.13689489326472606
47,0.19998913012725286
48,0.2897585933748409
49,0.4163677152989011
50,0.593374063837103
51,0.8386695228040044
52,1.1756118417586419
53,1.634360405271172
54,2.2534218552412604
55,3.0813991699248717
56,4.17892146815441
57,5.620710896518413
58,7.49771753693338
59,9.919223865529188
60,13.014787996166392
61,16.935861510276336
62,21.85688557496906
63,27.97564144076279
64,35.51261203622397
65,44.70910437677072
66,55.82389210106554
67,69.12816754163278
68,84.89864641876443
69,103.40874726887164
70,124.91787196106574
71,149.65894067171615
72,177.824479383213
73,209.55171250648246
74,244.9072671708721
75,283.87223655422184
76,326.3284635226801
77,372.04697880856685
78,420.6795471117196
79,471.7542295877795
80,524.6757559073884
81,578.7313123699604
82,633.102099437316
83,686.8807039224866
84,739.0939854550205
85,788.7308164464044
86,834.7736658847981
87,876.2327076559989
88,912.1808904858627
89,941.7882522375637
90,964.3537134224855
91,979.3326527195383
92,986.3587511624146
93,985.8641467533665
94,980.0422881324967
95,969.1840372027356
96,953.4575972700088
97,933.1043387106164
98,908.432635960679
99,879.8100964973305
100,847.654455406406
101,812.4234504615254
102,774.6040200027742
103,734.7011784467284
104,693.2269219114414
105,650.6894998868637
106,607.5833595004799
107,564.3800286811885
108,521.5201558197833
109,479.40686905960945
110,438.4005609476447
111,398.8151466167254
112,360.9157885470174
113,324.9180305449292
114,290.9882397395311
115,259.24521950572995
116,229.76282913961424
117,202.57342817933505
118,177.67195434584875
119,155.02044360607655
120,134.55280791963813
121,116.17969963932606
122,99.79330994538168
123,85.27197067767783
124,72.48445306971658
125,61.29388184805439
126,51.561207746755514
127,43.148204690730196
128,35.9199789285593
129,29.746995671680438
130,24.50664396875028
131,20.084372461172276
132,16.374437356433067
133,13.280309596057569
134,10.714791074391933
135,8.599890251772305
136,6.866506015587831
137,5.453965606184041
138,4.309458263444995
139,3.3874013573622346
140,2.648770491744773
141,2.0604197116916096
142,1.5944127427691146
143,1.2273813258399997
144,0.939922314466873
145,0.7160413507660177
146,0.5426476670590386
147,0.4091018763861039
148,0.30681648963660074
149,0.2289072859643096
150,0.16989250885483798
151,0.12543609848693607
152,0.09213073570931793
153,0.06731629967870686
154,0.04892937013991648
155,0.03537958296265618
156,0.02544892768431453
157,0.018210419902554276
158,0.012962958377113278
159,0.009179562586054641
160,0.006466563430965319
161,0.004531675365252448
162,0.0031592044599610173
163,0.002190939427967982
164,0.0015115297597424362
165,0.001037377269139303
166,0.0007082563012238116
167,0.00048103631137922406
168,0.000325011679848896
169,0.0002184508657495308
170,0.00014606368938582253
171,9.715484343889879e-05
172,6.428658270075545e-05
173,4.231651742155661e-05
174,2.770978724120673e-05
175,1.8050538296249197e-05
176,1.169717045091148e-05
177,7.540587317316515e-06
178,4.835743115692968e-06
179,3.084998557210787e-06
180,1.9578544495346673e-06
181,1.2360599465290403e-06
182,7.763049566602873e-07
183,4.850191415823679e-07
184,3.014526404831398e-07
185,1.863858763764781e-07
186,1.1464116794803487e-07
187,7.014583639203218e-08
188,4.269695346009629e-08
189,2.585387069015274e-08
190,1.5573561803264442e-08
191,9.332199688823397e-09
192,5.56306058628288e-09
193,3.2989615251163496e-09
194,1.9461414624262e-09
195,1.1421029527262634e-09
196,6.667603984155821e-10
197,3.8722914265534335e-10
198,2.2371750434619529e-10
199,1.2857768181736685e-10
200,7.351312944102894e-11
201,4.181170953239803e-11
202,2.3657270326014675e-11
203,1.3315731653529992e-11
204,7.455883792261891e-12
205,4.153047713301593e-12
206,2.301274392819832e-12
207,1.268538297853295e-12
208,6.95620633990595e-13
209,3.794678813329102e-13
210,2.0592604725105166e-13
211,1.1116837007656366e-13
212,5.970145110094333e-14
213,3.189497237500758e-14
214,1.6950919740904137e-14
215,8.961856776193387e-15
216,4.713423084149451e-15
217,2.466087853196631e-15
218,1.2835546305319907e-15
219,6.645900970766376e-16
220,3.4231589666845665e-16
221,1.7540176683210596e-16
222,8.940762405056056e-17
223,4.5336588621653426e-17
224,2.2869507745022988e-17
225,1.147621006936384e-17
226,5.728934488073797e-18
227,2.8450042324270068e-18
228,1.4054832420136886e-18
229,6.907201423428853e-19
230,3.3768538436297497e-19
231,1.642313645355298e-19
232,7.945726876595727e-20
233,3.824237521343717e-20
234,1.8310060440954453e-20
235,8.721042273989723e-21
236,4.132193969598008e-21
237,1.947720797366893e-21
238,9.13285153458765e-22
239,4.260099944079115e-22
240,1.9768188442141676e-22
241,9.125310501650194e-23
242,4.1904640914098065e-23
243,1.9143012821677104e-23
244,8.699457105736532e-24
245,3.932852929100546e-24
246,1.7687113191540763e-24
247,7.912976908623708e-25
248,3.52173388276055e-25
249,1.5592180985373298e-25
250,6.867377049884697e-26
251,3.0089059455054394e-26
252,1.3114750302820949e-26
